budget	link	location	post_date	propose_amount	title	view	content	office	time_limit	owner_positive
1萬~5萬	http://case.518.com.tw/casepage-detail-117138.html?from=google&a_id=3471	不拘	2017-04-10	58	製作3個網站-靜態RWD網頁	4007	"1.案件說明：能配合範例製作出RWD網頁，只做靜態頁面，不做程式功能。
2.配合時間：1-2個月內
3.配合地點：不限
4.注意事項：要求美感，積極度，配合度高。欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-118698.html?from=google&a_id=3471	不拘	2017-04-10	21	店商平台委外運營	2506	"1.案件說明：奇摩購物中心，PCHOME，MOMO以及森森等各大平台需有辦法上架
2.配合時間：1個月
3.配合地點：不拘
4.注意事項：必須有辦法在各大平台上架，再與本公司聯絡欲查看案件詳細內容，請先登入或免費註冊"	在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
5萬~10萬	http://case.518.com.tw/casepage-detail-121522.html?from=google&a_id=3471	台北市	2017-04-10	15	無障礙網頁設計	1067	"1.案件說明：現有機關網站改版支援無障礙規範
2.配合時間：3個月內
3.配合地點：不限作業地點, 但須定期至指定公司匯報進度
4.注意事項：須符合無障礙設計規範2.0要求, 並達到AAA以上要求欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-121272.html?from=google&a_id=3471	台北市	2017-04-10	15	FB粉絲團行銷顧問	1383	"1.案件說明：臉書後台工具操作設置、行銷活動規劃
2.配合時間：短期/長期皆可
3.配合地點：每周需定期至公司會議1-2次(居住地北部尤佳)
4.注意事項：(1)有經營過粉絲專業者尤佳
      ..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-122574.html?from=google&a_id=3471	不拘	2017-04-10	8	客製 網頁 抽獎 系統	797	"1.案件說明：客製 網頁 抽獎 系統
2.配合時間：隨時
3.配合地點：在家作業
4.注意事項：會員管理機制 . 會員加值 . 串接金流 . 後台修改 . 中獎資訊傳至資料庫(姓名.電話.地址.LIN..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-123532.html?from=google&a_id=3471	台中市	2017-04-15	11	奇摩拍賣商品上架	916	1.案件內容：協助賣場每日固定商品上架（原則星期一到星期五），會提供圖片來源，複製＋稍微排版即可，無需修圖。 2.配合時間：即日，長期配合者 3.配合地點：在家工作 4.line溝通欲查看案件詳細內容，請先登入或免費註冊	在家工作	30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-115995.html?from=google&a_id=3471	不拘	2017-04-10	50	修圖,DM,文案撰寫,社群官網平台更新	2340	"1.案件內容：(商品DM、海報設計、修圖、文案撰寫,網站更新,社群平台更新,此專案之詳細工作內容)
2.配合時間：都可
3.配合地點：可以在家工作,有時能到瑞光路面談,
4.注意事項：(其它..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-120355.html?from=google&a_id=3471	不拘	2017-04-10	33	電子報設計和DM設計	1205	"案件說明：
1. 產品照片及文案由我方提供
2. 促銷活動電子報設計，圖文介紹並搭配優惠訊息
3. 每月約有1-3封EDM需設計，將來可長期配合
 注意事項：
1. 本案件需使用Illustrator製..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-122733.html?from=google&a_id=3471	不拘	2017-04-10	27	pchome商店街上架(長期配合)	1204	"1.案件說明： 網拍商品照片簡易修圖及上架
2.配合時間：時間彈性 
3.配合地點:在家完成,以電話或line溝通
4.注意事項：  家具業上架件數上萬件：$2/件，已有文字檔
 已標上上架件數以..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-113441.html?from=google&a_id=3471	台中市	2017-04-09	36	RWD響應式公司網頁設計	4159	"1.案件說明：以Joomla改寫更新RWD響應式公司網頁(中英日多語)，
 首頁、
 最新消息、
 關於我們(公司簡介)、
 產品介紹
 主分類:食衣住行育樂..等、
 中分類：各系列產品、
..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
30萬~50萬	http://case.518.com.tw/casepage-detail-120711.html?from=google&a_id=3471	台北市	2017-04-09	26	網站系統專案長期配合-依報價感謝您的來信	2865	"1. 熟 php或Node、JavaScript 、mysql、資料庫設計，有app與手機版網頁設計經驗，可獨立作業者。
2. 配合公司企劃建立網站架構及內容版面。
3. 需與前端網頁設計師配合，協同執行專案。..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	高
30萬~50萬	http://case.518.com.tw/casepage-detail-120788.html?from=google&a_id=3471	不拘	2017-04-09	22	線上教學網站+app	1798	"1.案件說明：線上教學網站+app。希望是像VoiceTube那樣，但是功能更為進階的。希望是運作穩定，不容易當掉。希望有資料庫與分析功能。
2.配合時間：依據專案而定。一年上下。
3.配合地點：在..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-122156.html?from=google&a_id=3471	台北市	2017-04-08	15	wordpress網頁設計(美妝品)	781	"1.案件說明：熟 Wordpress 系統架設
2.配合時間：30天內 (含前置洽談及完成後修正)
3.配合地點：可在家工作、初期可見面討論佳(自備筆電)
4.注意事項：
(1) 希望能長期配合
(2) 台北市..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【急件】	中
5千以內	http://case.518.com.tw/casepage-detail-121926.html?from=google&a_id=3471	台南市	2017-04-08	22	網拍商品圖片文字美編	1274	"配合廠商要求：長期配合者.好溝通者為優先
配合地點：在家作業，以LINE及電話溝通聯繫、進度回報
案件說明： 
1. 以雅虎 露天 淘寶網頁商品上架之圖片文字敘述為主要接案事項(最好能代為..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-122183.html?from=google&a_id=3471	台北市	2017-04-08	12	wordpress 網站製作	1471	1.案件說明：之前本來發了一個外包,我提供了所有設計layout,使用Wordpress+woocommerce架設,結果卻一拖再拖,一直無法完成,現在想找高手接手完成，網站內容部分設計都現成的.產品,購物車..欲查看案件詳細內容，請先登入或免費註冊	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-118363.html?from=google&a_id=3471	台南市	2017-04-08	22	網站內頁設計	2229	"1.案件說明：
a.網頁設計，產品拍照加上單頁設計。
b.產品攝影、去背、要拍情境圖。
c.需將產品優點最大化，告訴消費者為什麼要買這個產品。
2.配合時間：固定時間討論，公司在台南東區
3...欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	15 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123013.html?from=google&a_id=3471	桃園市	2017-04-08	13	<誠徵>網拍美編高手	835	"1.案件說明：首圖設計,詳情(簡體修繁體),LOGO設計
2.配合時間：3-5天
3.配合地點：在家作業
4.注意事項：主要首圖要會設計,基本上提供給您的圖,都是簡體字修繁體字,若簡體字太難改可直..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123034.html?from=google&a_id=3471	新北市	2017-04-08	8	網拍關於我/商品頁/文案選寫編制	874	"1.案件說明：協助制作網拍設計的關於我範本/商品頁範本/廣告活動banner範本,可以讓客戶更快速的套用。會提供之前客戶給予的樣式參考,主要是要做歸納及整合。
2.配合時間：不限
3.配合地點..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	20 天 【一般案件】	中
5萬~10萬	http://case.518.com.tw/casepage-detail-121759.html?from=google&a_id=3471	嘉義市	2017-04-08	12	PHP 響應式購物車估價系統	1034	1.案件說明：(PHP 響應式購物車估價系統， 工作內容:主要設計如欣亞和原價屋網站類型的功能，我公司的資料庫MSSQL 2014如果改使用MYSQL也可以考慮，但因需配合我進銷存得的欄位設計，如產品..欲查看案件詳細內容，請先登入或免費註冊	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-121802.html?from=google&a_id=3471	不拘	2017-04-08	18	網站商品上架	1372	"配合時間：一周2天.自行安排
案件說明： 
1. 網站後台改版規劃，更新&上傳產品圖文價格及首頁輪播banner
2. 廣告刊登，只需複製內文,更新內文，上傳圖片
注意事項：
1. 會使用office..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123206.html?from=google&a_id=3471	不拘	2017-04-07	19	網站美工	785	"1.案件內容：網站美術設計及執行
2.配合時間：半個月內
3.配合地點：在家作業
4.注意事項：經紀公司的網站，希望風格能綜藝節目感比較重欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-53362.html?from=google&a_id=3471	台中市	2017-04-07	102	臉書粉絲管理(須連結購物網站做行銷活動)	20966	"1.案件說明：臉書粉絲管理(須連結購物網站做行銷活動)
2.配合時間：(隨時)
3.配合地點：(在家作業,聯絡隨食用LINE或SKYPE交談)
4.注意事項：(1.須有網路行銷相關經驗及美工背景,2...欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-121254.html?from=google&a_id=3471	不拘	2017-04-07	9	網站SEO人員	836	"案件說明：
協助各項網頁優化作業。
發案方網站為一針對車輛零配件買家與賣家設計之網路平台，接案者需針對此平台提出及執行優化建議，需與承包發案方網頁設計之公司合作。

配合時間：自成..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【急件】	低
5千以內	http://case.518.com.tw/casepage-detail-123060.html?from=google&a_id=3471	不拘	2017-04-07	4	Wordpress網站加速優化	632	"1.案件內容：本公司目前有自行建置官網，但從網佔速度的測試網站得到的分數實在過低，希望徵求HTML高手協助修改編碼，優化本公司官網的開啟速度。
2.配合時間：隨時
3.配合地點：在家即可
4...欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-117736.html?from=google&a_id=3471	台南市	2017-04-07	71	去背 美編 修圖	3565	"配合時間：3天內完成
案件說明：
1. 拍賣平台banner設計
2. 約10-13件產品(jpg)6張BANNER寬1200,長不限
3. 產品照片及文案由我方提供
2. 每月約有2檔banner需設計，將來可長期配合..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	中
5千以內	http://case.518.com.tw/casepage-detail-123011.html?from=google&a_id=3471	不拘	2017-04-07	13	設計公司網頁	673	"1.案件內容：設計一個清潔公司的網頁
2.配合時間：隨時都可以
3.配合地點：在家作業，台北市，新北市
4.注意事項：需要會rwd網頁欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
